05311054	_has_part	05405554
09196611	_has_part	09377657
09196611	_has_part	09341673
08910668	_has_part	09169038
08734385	_has_part	09252078
09117351	_has_part	09306840
09117351	_has_part	09117118
05540121	_has_part	05285275
08563627	_has_part	09060768
08564307	_has_part	09130076
08964099	_has_part	08964288
09069862	_has_part	09264425
08832691	_has_part	09235469
05301072	_has_part	05305136
09050730	_has_part	09075842
08906952	_has_part	09338712
08968677	_has_part	08968879
08964099	_has_part	08964288
13629132	_has_part	13628419
09075842	_has_part	09077111
08949093	_has_part	08949737
09133010	_has_part	09326467
08723006	_has_part	08725926
09416570	_has_part	09478047
09050730	_has_part	09126305
09167767	_has_part	09172111
05461816	_has_part	05289057
09039411	_has_part	09041371
08813978	_has_part	08814474
09060768	_has_part	09064264
08987423	_has_part	08987879
09194357	_has_part	09349192
08740875	_has_part	08742205
09236423	_has_part	09460888
09117351	_has_part	09125528
09090825	_has_part	09092352
09384921	_has_part	09430416
09023321	_has_part	09401474
09451517	_has_part	09225146
09051235	_has_part	09075842
09126305	_has_part	09127014
09044862	_has_part	09140148
08906374	_has_part	09303647
08564307	_has_part	09109444
09372504	_has_part	08735705
08964810	_has_part	09036452
08949093	_has_part	08951077
08778597	_has_part	08779149
07731952	_has_part	12144742
09130076	_has_part	09131205
09053185	_has_part	09054480
09114696	_has_part	09250165
09119277	_has_part	09370383
09050730	_has_part	09137869
09075842	_has_part	09077821
09075842	_has_part	09077111
08740875	_has_part	09410724
08986691	_has_part	08986905
08831004	_has_part	09292545
09237076	_has_part	09177385
08907606	_has_part	08909537
09049599	_has_part	09071690
09071690	_has_part	09221723
09303647	_has_part	09375693
08949093	_has_part	08951077
09053019	_has_part	09138935
09483129	_has_part	09471638
09196611	_has_part	09272927
13657849	_has_part	13657691
09303647	_has_part	09241047
09194357	_has_part	09349192
08563627	_has_part	09141526
08766988	_has_part	04216508
09070793	_has_part	09071571
05496990	_has_part	05499379
05311054	_has_part	05314639
09148970	_has_part	09151114
09044862	_has_part	09482715
08713772	_has_part	08704822
09140148	_has_part	09141119
05514410	_has_part	05521111
09071690	_has_part	09377861
04494204	_has_part	03274796
08847268	_instance_hypernym	08544813
08831004	_has_part	09292545
08778061	_has_part	08778401
09050730	_has_part	09137869
13724350	_has_part	13723712
09445088	_has_part	09342729
09051235	_has_part	09053185
08830456	_has_part	09445088
09048880	_has_part	09111366
09370773	_has_part	09195796
09196611	_has_part	09463721
09141526	_has_part	09341465
09194357	_has_part	09349192
09082540	_has_part	09084483
08831004	_has_part	09292545
09052835	_has_part	09126305
08832691	_has_part	09235469
09129442	_has_part	09129926
09102016	_has_part	09103648
08932568	_has_part	08933621
09196611	_has_part	09341673
09050730	_has_part	09140148
08564307	_has_part	09109444
08801678	_has_part	08807894
08735705	_instance_hypernym	09319604
09049599	_has_part	09141526
03682487	_has_part	02865931
09164561	_has_part	09165294
09071690	_has_part	09326139
09303647	_has_part	09290626
08913434	_has_part	09173023
09049303	_has_part	09117351
09044862	_has_part	09157163
09044862	_has_part	09410724
09048880	_has_part	09137032
09068444	_has_part	09343422
09049599	_has_part	09053185
09126305	_has_part	09128372
08847694	_has_part	09164561
09207288	_has_part	09033333
08766988	_has_part	09367827
09170996	_has_part	09169303
09126305	_has_part	09127844
08564307	_has_part	09130076
08779504	_has_part	08780018
09194357	_has_part	09268592
08563627	_has_part	09141526
08847694	_has_part	09044190
09039411	_has_part	09041371
08748280	_has_part	08748499
05513807	_has_part	05526384
09053019	_has_part	09138935
09303647	_has_part	09266453
05311054	_has_part	05314075
09105821	_has_part	09478355
09089139	_has_part	09089923
09093608	_has_part	09094581
09237076	_has_part	09187407
08946187	_has_part	08946715
09134386	_has_part	09136182
09099526	_has_part	09100080
09196611	_has_part	09463721
08894456	_has_part	08895771
08801678	_has_part	08808614
08800258	_has_part	08800676
09303647	_has_part	09277010
08563627	_has_part	09057311
08960987	_has_part	08961402
05240211	_has_part	05243704
09060768	_has_part	09065328
09060768	_has_part	09062961
09141526	_has_part	09143649
08916316	_has_part	08917503
08917503	_has_part	08918248
09060768	_has_part	09063477
09117351	_has_part	09125354
04530283	_has_part	04529962
08564307	_has_part	09130076
08975902	_has_part	09304164
09038990	_has_part	09039260
08779504	_has_part	08780720
09071690	_has_part	09377861
09053185	_has_part	09053801
08906374	_has_part	09338712
05519085	_has_part	05519820
08711974	_has_part	08713136
08813978	_has_part	09263087
09147046	_has_part	09250165
09384921	_has_part	09430416
08699426	_has_part	08815046
09196611	_has_part	09272927
09048880	_has_part	09095023
09049303	_has_part	09134386
09053185	_instance_hypernym	08655464
09048880	_has_part	09095023
09075842	_has_part	09076982
08962610	_has_part	08962951
08699426	_has_part	08815046
08748076	_has_part	08750151
09117351	_has_part	09117118
08502171	_has_part	08500433
08929922	_has_part	09421191
09075842	_has_part	09077821
05524615	_has_part	05525807
09095023	_has_part	09219078
08564307	_has_part	09099526
09023321	_has_part	09027460
09049303	_has_part	09093608
05495981	_has_part	05496990
09048880	_has_part	09137032
09148970	_has_part	09192708
09235469	_has_part	09235244
05588174	_has_part	05284617
08564307	_has_part	09084750
09005712	_has_part	09005273
09048880	_has_part	09068444
05279688	_has_part	05280365
08969291	_has_part	08970611
08888676	_has_part	08889944
09303647	_has_part	09197945
08900535	_has_part	09458587
09050730	_has_part	09148970
09087599	_has_part	09206375
09194357	_has_part	09464652
09039411	_has_part	09038990
06451891	_has_part	06432376
08748280	_has_part	08748499
09084750	_has_part	09085334
05540513	_has_part	05544725
08563627	_has_part	09060768
08815046	_has_part	09326299
09090825	_has_part	09091909
05324888	_has_part	05277728
08747054	_has_part	08847268
05524615	_has_part	05355527
08780881	_has_part	08783812
09049599	_has_part	09141526
09044862	_has_part	09138935
08564307	_has_part	09082540
05496990	_has_part	05229990
09071690	_has_part	09326139
08969291	_has_part	08969948
09060768	_has_part	09062320
08831004	_has_part	09292545
08847694	_has_part	09164561
05519085	_has_part	05518870
09114696	_has_part	09115315
09303647	_has_part	09241047
08740875	_has_part	09434661
05600637	_has_part	05598147
05385534	_has_part	05386845
09048880	_has_part	09068444
08890097	_has_part	08893223
09049599	_has_part	09053185
09048880	_has_part	09095023
09051235	_has_part	09075842
05540513	_has_part	05541645
08801678	_has_part	08801364
05511286	_has_part	13096863
09051235	_has_part	09053185
09236423	_has_part	09460888
09148970	_has_part	09151516
09071690	_has_part	09075170
09460888	_instance_hypernym	09403734
09023321	_has_part	09028204
09050730	_has_part	09140148
09196611	_has_part	09272927
08831004	_has_part	09292545
09011151	_has_part	09011820
09050730	_has_part	09075842
08766988	_has_part	08769439
07658814	_has_part	07658958
08564307	_has_part	09087599
08964099	_has_part	08964474
03224032	_has_part	03221720
08906952	_has_part	09290626
08969291	_has_part	09321694
08564307	_has_part	09099526
09044862	_has_part	09087599
09049599	_has_part	09071690
09051235	_has_part	09075842
08563627	_has_part	09110422
09087599	_has_part	09323470
08831004	_has_part	09211735
08780881	_has_part	08783583
09067277	_has_part	09068320
08873622	_has_part	08875369
08564307	_has_part	09082540
08888676	_has_part	08889191
09196611	_has_part	09463721
09445088	_has_part	09342729
09049303	_has_part	09112282
08780881	_has_part	08790495
05302499	_has_part	05532944
09051235	_has_part	09137869
09148970	_has_part	09151411
09140148	_has_part	09246660
08564307	_has_part	09130076
09194357	_has_part	09268592
08801678	_has_part	08813807
08805122	_has_part	08805565
